status	fecha	texto
1909629305753420274	2025-04-08T17:28:00Z	"#Conferencia ""El reformismo social de una intelectual liberal: Concepcion Arenal"", impartida por María Cruz Romeo (Universitat de València) el 29 de marzo de 2025 en el ciclo de conferencias ""Las intelectuales españolas y el Museo del Prado. El siglo XIX"" https://t.co/tH5JLXrZ6n https://t.co/q8uGZRcVoY"
1909885180317249717	2025-04-09T10:24:45Z	"Velázquez pintó ""La reina Isabel de Borbón, a caballo"" para el Salón de Reinos. Para adaptarlo al espacio se añadieron dos franjas laterales y como la ampliación invadía el hueco de la puerta, se recortó y pegó la parte de lienzo a la propia puerta https://t.co/Tz76wAQwe7 #art #museos"
1909992449168101605	2025-04-09T17:31:00Z	"#Conferencia ""Contemplaciones. La pintura frente a doña Emilia Pardo Bazán"", impartida por Ana Rossetti (escritora) el 26 de marzo de 2025 en el ciclo de conferencias ""Las intelectuales españolas y el Museo del Prado. El siglo XIX"" https://t.co/Xek53JVhxo https://t.co/UYKSgAiZDm"
1910266023875326153	2025-04-10T11:38:05Z	"#Itinerario ""El Renacimiento en la pintura española"". Los miércoles a las 11.30 y 16.15 h https://t.co/zFf7yGhzG4 https://t.co/y39TPuCZbm"
1910283113768362181	2025-04-10T12:46:00Z	#Becas Convocatoria de 12 becas de investigación y formación que promueven la capacitación técnica de especialistas en materias de la competencia del Museo del Prado: Conservación, Restauración, Museología, Desarrollo Digital y Gestión Cultural https://t.co/LTt8heHW4G https://t.co/XSS3g1FBLG
1910287492076445852	2025-04-10T13:03:24Z	El retrato de Toro-Zambrano de Goya se vuelve a exponer en el @BancoDeEspana tras su restauración por el Museo del Prado https://t.co/xPe3BgqJGq https://t.co/rhlKk5hqlv
1910355340467527681	2025-04-10T17:33:00Z	"#Conferencia ""El Museo del Prado en Rosa Chacel. El silencio y lo indecible"", impartida por Nuria Sánchez Madrid (UCM) el 22 de marzo de 2025 en el ciclo de conferencias ""Las intelectuales españolas y el Museo del Prado. La Edad de Plata"" https://t.co/7oy7BdQ08r https://t.co/H8VU8czD1j"
1910601611841327373	2025-04-11T09:51:36Z	“El Greco. Santo Domingo el Antiguo”. Hasta el 15 de junio en la Galería Central del Museo del Prado https://t.co/xFaNIWl2ru https://t.co/FBatP29Ia3
1910632948841267226	2025-04-11T11:56:07Z	"#VisitaVirtual ""Un paseo por el Olimpo""
Este recorrido interactivo gratuito se centra en los relatos mitológicos del mundo grecorromano. Descubre las historias que guardan las obras con la mejor calidad de imagen https://t.co/AAAcRKy3VK #Art #MuseodelPrado https://t.co/iXY4L4jwpv"
1910646651145846854	2025-04-11T12:50:34Z	"#VisitaTaller ""Cuerpos extendidos""
¿Puede nuestro cuerpo ser una herramienta de expresión y relación con el entorno? ¿Cómo dialoga con los diversos lenguajes artísticos? 
Del 26 de abril al 8 junio de 2025. Inscripciones aquí: https://t.co/HDKC4ZaxcH https://t.co/tMSMTwLstU"
1910718231477981663	2025-04-11T17:35:00Z	"#Debate entre Joshua D. Bard y Francesca Torello, del Carnegie Mellon University, dentro de la ""Sección 4. Maquetas en el tiempo"" –presidida por Carolina B. García-Estévez (Universitat Politècnica de Catalunya)– el 4 de junio de 2024 en el simposio ""Maquetas y réplicas del patrimonio arquitectónico español, 1752-1929"" https://t.co/jhrf9fir3N"
1911683413523771540	2025-04-14T09:30:17Z	"#VisitaAccesible ""Lectura fácil en el Museo del Prado"" Contenidos para mejorar la accesibilidad cognitiva de la colección del Museo del Prado https://t.co/wOQCFl2eg8 https://t.co/WcBB0FqkMU"
1911756171196645508	2025-04-14T14:19:24Z	"#Itinerario ""El Renacimiento en la pintura española"". Los miércoles a las 11.30 y 16.15 h https://t.co/vv3k6MSccL https://t.co/dAktEq38vu"
1911761840360546772	2025-04-14T14:41:56Z	“El Greco. Santo Domingo el Antiguo”. Hasta el 15 de junio en la Galería Central del Museo del Prado https://t.co/7HcPK4CfNA https://t.co/Za3FVfwigB
1911792560063779006	2025-04-14T16:44:00Z	"#Conferencia ""¿Qué está ocurriendo?"", impartida por Eusebio Lázaro (escritor, actor y director de teatro y cine) el 5 de abril de 2025 en el marco del ciclo de conferencias ""Poetas en el Prado VI. Lo que podría suceder"" https://t.co/CtaGPDp3rC https://t.co/qOA8egf3zQ"
1912041688249647373	2025-04-15T09:13:57Z	#PradoEducación Con motivo de La Noche de los Libros se realizarán unas Jornadas de puertas abiertas a la Biblioteca del Museo del Prado en el Casón del Buen Retiro para admirar la bóveda de Luca Giordano. Los días 26 y 27 de abril a las 12 y 13.30 h https://t.co/6cw5TxYazA https://t.co/QVqlaWfnsd
1912051609653174659	2025-04-15T09:53:22Z	"Tres detalles de moda en el retrato de Amalia de Llano y Dotres, condesa de Vilches, pintado en 1853 por Federico de Madrazo: las joyas de aristócrata de nuevo cuño, el abanico de plumas y el color del vestido

Con Carlos G. Navarro, conservador de pintura del siglo XIX en el #MuseodelPrado #moda #sigloXIX"
1912066500812227056	2025-04-15T10:52:32Z	¡Feliz #DíaMundialdelArte! https://t.co/OkShreyp05
1912072403758596165	2025-04-15T11:16:00Z	#Becas Convocatoria de 12 becas de investigación y formación que promueven la capacitación técnica de especialistas en materias de la competencia del Museo del Prado: Conservación, Restauración, Museología, Desarrollo Digital y Gestión Cultural https://t.co/LTt8heItUe https://t.co/Ewoa9iYwqf
1912155451547963419	2025-04-15T16:46:00Z	"#Conferencia ""Carolina Coronado, poetisa moderna (1820-1911)"", impartida por Mónica Burguera (Universidad Nacional de Educación a Distancia) el 9 de abril de 2025 en el marco del ciclo de conferencias ""Las intelectuales españolas y el Museo del Prado. El siglo XIX"" https://t.co/X9rD5tRNpp"
1912410790570701211	2025-04-16T09:40:38Z	Visita la exposición “Cambio de forma. Mito y metamorfosis en los dibujos romanos de José de Madrazo”. En la sala 60 hasta el 22 de junio https://t.co/8Fb1L3fvv0 https://t.co/qVXZ5Snhhr
1912429627752001784	2025-04-16T10:55:29Z	#TalDíaComoHoy en 1828 fallecía en Burdeos Francisco de Goya. En el Museo del Prado se puede disfrutar de gran parte de su obra. Os animamos a conocerla a través de nuestra web:  https://t.co/HotFdDG7mI https://t.co/bzAJ7J3Agi
1912518342310862973	2025-04-16T16:48:00Z	"#Debate de la ""Sección III. Crítica e historiografía"", moderado por Javier Arnaldo (Museo del Prado) el 9 de marzo de 2023 en el marco del Simposio Internacional ""El nacimiento de la Historia del Arte en España"" https://t.co/nUHfTPBbud https://t.co/NWf8iWlwBb"
1912813505079558180	2025-04-17T12:20:52Z	El secreto del cuadro más mirado del Museo del Prado https://t.co/z7eMl6bFgu vía @el_pais
1914233822964502533	2025-04-21T10:24:42Z	#PradoEducación Con motivo de La Noche de los Libros se realizarán unas Jornadas de puertas abiertas a la Biblioteca del Museo del Prado en el Casón del Buen Retiro para admirar la bóveda de Luca Giordano. Los días 26 y 27 de abril a las 12 y 13.30 h https://t.co/6cw5TxXCK2 https://t.co/uOasW76gi0
1914262395175764241	2025-04-21T12:18:14Z	"#PradoEducación Último día para inscribirse en el curso para docentes ""Deslizar abierto. Sobre arte y escuela"". Participarán referentes de la educación creativa como Siro López, Heike Freire o Cesar Bona: https://t.co/ExNJuulhYm Colaboran @ComunidadMadrid y @explora_art https://t.co/okrpkQJjh9"
1914267148614013034	2025-04-21T12:37:08Z	"Un ejemplo de la aplicación de la radiografía en el estudio de esculturas es la ""Magdalena penitente"" de Pedro de Mena, obra maestra del barroco español en depósito en el @MuseoEscultura https://t.co/BSC91uVQ3Z"
1914335567128436923	2025-04-21T17:09:00Z	"#Conferencia ""Rosario de Acuña: la pasión de la luz"", impartida por Elena Hernández Sandoica (Universidad Complutense de Madrid) el 12 de abril de 2025 en el marco del ciclo de conferencias ""Las intelectuales españolas y el Museo del Prado. El siglo XIX"" https://t.co/OvMYy1GQW8 https://t.co/qBGzuP8zLH"
1914598386679845333	2025-04-22T10:33:21Z	"#VisitaAccesible ""Lectura fácil en el Museo del Prado"" Contenidos para mejorar la accesibilidad cognitiva de la colección del Museo del Prado https://t.co/d1Cyr4gkfd https://t.co/tXu1qBrvFT"
1914627040973652009	2025-04-22T12:27:13Z	El Museo del Prado ha abierto el período de inscripción para su Escuela de Verano 2025 https://t.co/WF2khpEXq0 Con el apoyo de @FBSabadell https://t.co/2Hz3YSR0XD
1914635959905157454	2025-04-22T13:02:39Z	"#VisitaComentada Encuentro en ""Las salas 25 y 26: El Greco. Santo Domingo el Antiguo"". Los viernes a las 11.30 y 16.15 h https://t.co/tgdId2LvUs #PradoEducación https://t.co/otsLtO4tC9"
1914698710065312245	2025-04-22T17:12:00Z	"#Conferencia ""Polke / Goya: Afinidades desveladas"" , impartida por Gloria Moure (Historiadora del arte) el 15 de enero de 2025 en el marco del ciclo de conferencias ""Polke, Goya: una terca persistencia"" https://t.co/8vsLLv2Ru7 https://t.co/l7yk1DScgu"
1914945115090547098	2025-04-23T09:31:08Z	En el #DíadelLibro os invitamos a ver en nuestro canal de YouTube las conversaciones fruto del programa “Escribir el Prado”, una iniciativa en la que reconocidos escritores internacionales se sumergen en la historia y la esencia del Prado https://t.co/bwoEyR2POJ https://t.co/6uk7MYCy2f
1914952973613989993	2025-04-23T10:02:21Z	La visita virtual del Museo del Prado incluye vistas panorámicas 360º e imágenes en altísima resolución de las obras de la colección. Estés donde estés, accede gratis aquí: https://t.co/BUzwy8eNlj #NextGenerationEU #PlandeRecuperación https://t.co/EKwCOqBnlQ
1914966302101307784	2025-04-23T10:55:19Z	El Museo del Prado se une a las celebraciones del Día Internacional del Libro y de La Noche de los Libros https://t.co/jMSbUoCo0L #DíadelLibro https://t.co/wwUZNsSbtI
1914980784823246988	2025-04-23T11:52:52Z	"#PublicacionesPrado Lanzamos la nueva edición de ""El Museo del Prado"", el libro imprescindible para conocer a fondo la colección, con nuevo formato e imágenes actualizadas. Además, durante el #DíadelLibro todas las publicaciones tienen un 10% de descuento https://t.co/XG3mIqe5UF https://t.co/kxpQZHD9hY"
1915061602245619770	2025-04-23T17:14:00Z	"#Conferencia ""Completitud y fragmento en la colección de arquitectura de «El Arte en España», 1929"", impartida por Carolina B. García-Estévez (Universitat Politècnica de Catalunya) dentro de la ""Sección 3. Ante el gran público: exposiciones y redes internacionales"" –presidida por Francesca Torello (Carnegie Mellon University)–, el 4 de junio de 2024 en el simposio ""Maquetas y réplicas del patrimonio arquitectónico español, 1752-1929"" https://t.co/zGZmTZ1TPI"
1915307728953606543	2025-04-24T09:32:01Z	#Becas Convocatoria de 12 becas de investigación y formación que promueven la capacitación técnica de especialistas en materias de la competencia del Museo del Prado: Conservación, Restauración, Museología, Desarrollo Digital y Gestión Cultural https://t.co/poeWTS477s https://t.co/8LYRTAXrnU
1915341250460373120	2025-04-24T11:45:14Z	Por primera vez desde su dispersión se reúnen ocho de las nueve obras que el Greco realizó para el Monasterio de Santo Domingo el Antiguo de Toledo. Hasta el 15 de junio en la Galería Central del Museo del Prado https://t.co/xFaNIWl2ru https://t.co/DHhRh50o9C
1915363021083557954	2025-04-24T13:11:44Z	"#VisitaVirtual de la exposición ""Darse la mano. Escultura y color en el Siglo de Oro"". Entra en la visita virtual gratuita y descubre al detalle las historias que guardan las obras con la mejor calidad de imagen https://t.co/XhJpZISKQR https://t.co/azH69krzkt"
1915379015474450769	2025-04-24T14:15:17Z	El Museo del Prado reduce su consumo energético gracias a la renovación de la toma de aire exterior del edificio Villanueva https://t.co/7c9sbM5hF3 https://t.co/XJkl7YZBgP
1915425247467303058	2025-04-24T17:19:00Z	"#Conferencia ""Más allá de la crítica: el furor antichurrigueresco de las Academias"", impartida por Beatriz Blasco Esquivias (Universidad Complutense de Madrid) –dentro de la ""Sección I. Historias de la arquitectura""– el 9 de marzo de 2023, en el marco del Simposio Internacional ""El nacimiento de la Historia del Arte en España"" https://t.co/ZQWEYsajVy"
1915707473496875502	2025-04-25T12:00:28Z	Celebramos la semana del libro con la promoción LIBROS3 en https://t.co/IS1zgMVZbT: hasta el domingo 27 de abril, gastos de envío gratis a España peninsular y Baleares con la compra de 3 o más libros https://t.co/3eylKEHnLt https://t.co/75jsofysbf
1915751536249938067	2025-04-25T14:55:33Z	#Becas Convocatoria de 12 becas de investigación y formación que promueven la capacitación técnica de especialistas en materias de la competencia del Museo del Prado: #Conservación, #Restauración, #Museología, Desarrollo Digital y Gestión Cultural https://t.co/Pdlh8VMdyz https://t.co/7xlKWHWaPY
1915781092281327750	2025-04-25T16:53:00Z	"#Debate de la ""Sección I. Historias de la arquitectura"", moderado por David García López (Universidad de Murcia. Universidad Complutense de Madrid) el 9 de marzo de 2023, en el marco del Simposio Internacional ""El nacimiento de la Historia del Arte en España"" https://t.co/M2bSI8CQ68"
1916756306314080371	2025-04-28T09:28:09Z	“El Greco. Santo Domingo el Antiguo’ Review: Awe-Inspiring Altarpieces” @WSJ https://t.co/9i2dZzgP3l
1916790926569066962	2025-04-28T11:45:43Z	Todos los días de la semana ofrecemos visitas guiadas en español y en inglés a las obras maestras del Museo del Prado: Rubens, Velázquez, Goya o Sofonisba Anguissola. Se solicitan en la taquilla del museo https://t.co/wnpWBMaIXp https://t.co/1FMANlhgMI
1916816914904494486	2025-04-28T13:28:59Z	Debido a las circunstancias excepcionales en todo el país se ha procedido al desalojo del Museo del Prado. Agradecemos a todos los visitantes su educada colaboración y su comprensión. El museo retomará la actividad cuando se restablezca el servicio https://t.co/LaMOfJq9eT
1916825354867532192	2025-04-28T14:02:32Z	Este es el estado de las salas del museo después del desalojo coordinado en el que han colaborado con amabilidad todas las personas que se encontraban visitando el Prado. Seguiremos informando de la evolución del servicio tras apagón eléctrico general https://t.co/x6HZDl4KE5
1916830671487594829	2025-04-28T14:23:39Z	Debido a la persistencia de la situación el Museo del Prado permanecerá cerrado durante todo el día
1917126433069056272	2025-04-29T09:58:54Z	El Museo del Prado abre hoy con normalidad. Los primeros visitantes accederán en unos minutos https://t.co/ezIuaoKPxw
1917174311879659896	2025-04-29T13:09:09Z	"Sala 12 del Museo del Prado el 28 de abril de 2025. 
A las 22.47... se hizo la luz

#Apagón #CorteDeLuz https://t.co/T1zJdrJN4y"
1917226768550801592	2025-04-29T16:37:36Z	El Museo del Prado reabre sus puertas con normalidad https://t.co/xYC2W7mSAv vía @ABC_Cultura
1917227444458709413	2025-04-29T16:40:17Z	El bailarín Antonio Narrajo baila entre la escultura clásica del Prado por el Día Internacional de la Danza  @LaVanguardia https://t.co/e4l40yI5Uw
1917498616010137769	2025-04-30T10:37:50Z	En la galería jónica de escultura del Museo del Prado se exponen 56 obras que van desde el Antiguo Egipto hasta el Barroco y tienen el retrato como uno de sus principales hilos conductores, desde lo más idealizado hasta lo más humano https://t.co/VXjPm1sRRv https://t.co/s0abnm9Ij9
1917506261366481258	2025-04-30T11:08:12Z	"El Museo del Prado abrirá sus puertas la noche del sábado 3 de mayo. Se podrá visitar la exposición ""El Greco. Santo Domingo el Antiguo"" y toda la primera planta: ""Las meninas"" de Velázquez, ""El lavatorio"" de Tintoretto o ""Las tres gracias"" de Rubens https://t.co/zmxWsRvSBz https://t.co/MKfZwFzgdT"
1917522401690009755	2025-04-30T12:12:21Z	Hasta el próximo 14 de mayo estará abierto el plazo para inscribirse en la próxima edición de la Escuela de Verano 2025 del Museo del Prado https://t.co/9RBU5HcTkQ Con el apoyo de @FBSabadell https://t.co/25gYAiFTre
1917539500701503878	2025-04-30T13:20:17Z	Las obras del Museo del Prado ya se pueden ver a la luz de Valencia en la exposición “El Prado en las calles” gracias a la colaboración de @FundIberdrolaES. Las 50 reproducciones de obras maestras del museo estarán en Valencia hasta el 25 de mayo https://t.co/IyGzqiVqL9
1917597057730457754	2025-04-30T17:09:00Z	"#Conferencia ""El cerebro de Velázquez. Del arte y de lo humano"", impartida por Nazareth Castellanos (Nirakara Lab y Universidad Complutense de Madrid) el 23 de abril de 2025, en el marco del ciclo de conferencias ""Retrato de un cerebro: los artistas. De las neuronas a la creatividad"" https://t.co/2oaQUO0m25"
1918199527518928956	2025-05-02T09:03:00Z	"¿Qué día es hoy? 
El 2 de mayo de 1808 el pueblo de Madrid se alzó contra las tropas napoleónicas, dando inicio a la Guerra de la Independencia. Hoy, Día de la Comunidad de Madrid, lo recordamos con obras del Prado que muestran lo vivido en las calles aquel día https://t.co/L8xfGRi5Im"
1918229475117981845	2025-05-02T11:02:00Z	En el 2008 se restauraron el 2 y 3 de mayo de #Goya. Si quieres saber más sobre cómo fue la restauración, visita nuestra web: https://t.co/aQB0f1kPg9 https://t.co/hlnh2oObAm
1918244826178568266	2025-05-02T12:03:00Z	"""El 2 y el 3 de mayo de 1808 en Madrid"" de Goya #MuseodelPrado https://t.co/gUCZyOUetQ"
1918332526088593449	2025-05-02T17:51:29Z	La iniciativa “El Prado en las calles”, patrocinada por @FundIberdrolaES, sigue  despertando interés en Valencia y atrayendo al público https://t.co/CHOn9rsL61
1919288213312594400	2025-05-05T09:09:03Z	“El Greco. Santo Domingo el Antiguo”. Hasta el 15 de junio en la Galería Central del Museo del Prado https://t.co/7HcPK4CfNA https://t.co/aqlJtqkGNL
1919303551697973585	2025-05-05T10:10:00Z	Visita la exposición “Cambio de forma. Mito y metamorfosis en los dibujos romanos de José de Madrazo”. En la sala 60 hasta el 22 de junio https://t.co/8Fb1L3g3ky https://t.co/dRa7UsDQw9
1919319109264662870	2025-05-05T11:11:49Z	El sábado 3 de mayo #ElPradodeNoche batió récord de visitantes desde que se puso en marcha en 2023. Un total de 3.556 personas vinieron a ver las obras del Greco, Tiziano, Velázquez y Goya entre las 20.30 y las 23.30h. Con el apoyo de @SamsungEspana y @radio3_rne en la difusión https://t.co/43HGsVIpey
1919323708293861517	2025-05-05T11:30:06Z	El Museo del Prado lanza la primera edición del Programa de Gestión Integral de Museos, una iniciativa formativa única para profesionales de museos https://t.co/nggB2HMvvp https://t.co/LXcYGhdCcj
1919366191597961563	2025-05-05T14:18:54Z	"#PradoEducación Taller ""El Prado en Verano. Espíritu cromático"". Inscripciones abiertas https://t.co/afPef8d8Xn https://t.co/LoKlNy8CcU"
1919409751739531614	2025-05-05T17:12:00Z	"#Conferencia ""El cerebro de la creadora"", impartida por Susana Carmona (psicóloga y neurocientífica) el 26 de abril de 2024,  en el marco del ciclo de conferencias ""Retrato de un cerebro: los artistas. De las neuronas a la creatividad"" https://t.co/hBqq5IuYxe https://t.co/9HHxKlq47l"
1919654176772047196	2025-05-06T09:23:15Z	Por primera vez desde su dispersión se reúnen ocho de las nueve obras que el Greco realizó para el Monasterio de Santo Domingo el Antiguo de Toledo. Hasta el 15 de junio en la Galería Central del Museo del Prado https://t.co/7HcPK4CfNA https://t.co/cV86H6maI0
1919667268222439810	2025-05-06T10:15:17Z	Hasta el próximo 14 de mayo estará abierto el plazo para inscribirse en la próxima edición de la Escuela de Verano 2025 del Museo del Prado https://t.co/9RBU5HcTkQ Con el apoyo de @FBSabadell https://t.co/NCw18ifuJj
1919672057043816653	2025-05-06T10:34:18Z	#PradoEducación Si quieres estar al tanto de todas las actividades que se realizan en el museo, suscríbete al Boletín de actividades del Museo del Prado https://t.co/LKJd817UKg https://t.co/SJDqeeBvcW
1919682567382474861	2025-05-06T11:16:04Z	Helen Oyeyemi y Mathias Énard serán los protagonistas de la tercera edición de “Escribir el Prado”, una iniciativa conjunta con la Fundación Loewe en colaboración con Granta en español que invita a escritores de prestigio internacional a explorar el museo con el objetivo de alimentar la inspiración https://t.co/rNW1wP0Xfc
1920022372150608208	2025-05-07T09:46:20Z	"¿Cómo funcionaría el cerebro de Velázquez?
@NazaCastellanos nos habla sobre cómo sería el cerebro de un artista como Velázquez e introduce conceptos como la epigenética, la sincronización de cerebros maestro-alumno o el giro fusiforme https://t.co/G4WbTj5Qnz https://t.co/nURISmR2i4"
1920039780345118776	2025-05-07T10:55:30Z	Nazareth Castellanos, doctora en Neurociencia por la @UAM_Madrid, dirige en el Prado el ciclo “Retrato de un cerebro: los artistas. De las neuronas a la creatividad”, que termina con una conferencia de Javier de Felipe hoy a las 18:30 en el auditorio https://t.co/opdBToCqdA
1920048963903697351	2025-05-07T11:32:00Z	"#Curso El Prado lanza la primera edición del ""Programa de Gestión Integral de Museos"", una iniciativa formativa única para profesionales de museos. 
Preinscripciones a partir del 14 de mayo
https://t.co/aPqCNbelyo https://t.co/xXr5O7xdMf"
